dataset_id,language,name_native,name_english,display_name,translation_status,category,pokemon_types,hp,stage,evolves_from_native,collector_number,set_total,set_id,set_name_native,set_name_english,rarity,illustrator,pokedex_numbers,regulation_mark,available_finishes,release_date,source_record,source_url
en-sv06-100,en,Hisuian Arcanine,Hisuian Arcanine,Hisuian Arcanine,native_english,Pokemon,Fighting,130,Stage1,Hisuian Growlithe,100,167,sv06,Twilight Masquerade,Twilight Masquerade,Rare,SIE NANAHARA,,H,holo|reverse|holo|normal,,data/Scarlet & Violet/Twilight Masquerade/100.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/100.ts
en-sv06-101,en,Nosepass,Nosepass,Nosepass,native_english,Pokemon,Fighting,80,Basic,,101,167,sv06,Twilight Masquerade,Twilight Masquerade,Common,AKIRA EGAWA,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/101.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/101.ts
en-sv06-102,en,Probopass,Probopass,Probopass,native_english,Pokemon,Fighting,140,Stage1,Nosepass,102,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,OKUBO,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/102.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/102.ts
en-sv06-103,en,Timburr,Timburr,Timburr,native_english,Pokemon,Fighting,80,Basic,,103,167,sv06,Twilight Masquerade,Twilight Masquerade,Common,Kouki Saitou,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/103.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/103.ts
en-sv06-104,en,Gurdurr,Gurdurr,Gurdurr,native_english,Pokemon,Fighting,100,Stage1,Timburr,104,167,sv06,Twilight Masquerade,Twilight Masquerade,Common,Aya Kusube,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/104.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/104.ts
en-sv06-105,en,Conkeldurr,Conkeldurr,Conkeldurr,native_english,Pokemon,Fighting,180,Stage2,Gurdurr,105,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,Takeshi Nakamura,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/105.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/105.ts
en-sv06-106,en,Greninja ex,Greninja ex,Greninja ex,native_english,Pokemon,Fighting,310,Stage2,Frogadier,106,167,sv06,Twilight Masquerade,Twilight Masquerade,Double rare,5ban Graphics,,H,holo|metal,,data/Scarlet & Violet/Twilight Masquerade/106.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/106.ts
en-sv06-107,en,Hawlucha,Hawlucha,Hawlucha,native_english,Pokemon,Fighting,70,Basic,,107,167,sv06,Twilight Masquerade,Twilight Masquerade,Common,Shigenori Negishi,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/107.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/107.ts
en-sv06-108,en,Glimmet,Glimmet,Glimmet,native_english,Pokemon,Fighting,60,Basic,,108,167,sv06,Twilight Masquerade,Twilight Masquerade,Common,Miki Tanaka,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/108.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/108.ts
en-sv06-109,en,Glimmora,Glimmora,Glimmora,native_english,Pokemon,Fighting,130,Stage1,Glimmet,109,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,Kazumasa Yasukuni,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/109.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/109.ts
en-sv06-110,en,Ting-Lu,Ting-Lu,Ting-Lu,native_english,Pokemon,Fighting,140,Basic,,110,167,sv06,Twilight Masquerade,Twilight Masquerade,Rare,Anesaki Dynamic,,H,holo|reverse,,data/Scarlet & Violet/Twilight Masquerade/110.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/110.ts
en-sv06-111,en,Okidogi,Okidogi,Okidogi,native_english,Pokemon,Fighting,130,Basic,,111,167,sv06,Twilight Masquerade,Twilight Masquerade,Rare,Souichirou Gunjima,,H,holo|reverse|normal,,data/Scarlet & Violet/Twilight Masquerade/111.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/111.ts
en-sv06-112,en,Cornerstone Mask Ogerpon ex,Cornerstone Mask Ogerpon ex,Cornerstone Mask Ogerpon ex,native_english,Pokemon,Fighting,210,Basic,,112,167,sv06,Twilight Masquerade,Twilight Masquerade,Double rare,5ban Graphics,,H,holo,,data/Scarlet & Violet/Twilight Masquerade/112.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/112.ts
en-sv06-113,en,Poochyena,Poochyena,Poochyena,native_english,Pokemon,Darkness,70,Basic,,113,167,sv06,Twilight Masquerade,Twilight Masquerade,Common,Shibuzoh.,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/113.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/113.ts
en-sv06-114,en,Mightyena,Mightyena,Mightyena,native_english,Pokemon,Darkness,120,Stage1,Poochyena,114,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,kawayoo,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/114.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/114.ts
en-sv06-115,en,Venipede,Venipede,Venipede,native_english,Pokemon,Darkness,80,Basic,,115,167,sv06,Twilight Masquerade,Twilight Masquerade,Common,Tomokazu Komiya,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/115.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/115.ts
en-sv06-116,en,Whirlipede,Whirlipede,Whirlipede,native_english,Pokemon,Darkness,100,Stage1,Venipede,116,167,sv06,Twilight Masquerade,Twilight Masquerade,Common,Krgc,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/116.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/116.ts
en-sv06-117,en,Scolipede,Scolipede,Scolipede,native_english,Pokemon,Darkness,170,Stage2,Whirlipede,117,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,Shiburingaru,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/117.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/117.ts
en-sv06-118,en,Brute Bonnet,Brute Bonnet,Brute Bonnet,native_english,Pokemon,Darkness,120,Basic,,118,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,danciao,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/118.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/118.ts
en-sv06-119,en,Skarmory,Skarmory,Skarmory,native_english,Pokemon,Metal,120,Basic,,119,167,sv06,Twilight Masquerade,Twilight Masquerade,Common,toi8,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/119.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/119.ts
en-sv06-120,en,Aron,Aron,Aron,native_english,Pokemon,Metal,70,Basic,,120,167,sv06,Twilight Masquerade,Twilight Masquerade,Common,Gapao,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/120.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/120.ts
en-sv06-121,en,Lairon,Lairon,Lairon,native_english,Pokemon,Metal,110,Stage1,Aron,121,167,sv06,Twilight Masquerade,Twilight Masquerade,Common,takashi shiraishi,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/121.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/121.ts
en-sv06-122,en,Aggron,Aggron,Aggron,native_english,Pokemon,Metal,180,Stage2,Lairon,122,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,Dsuke,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/122.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/122.ts
en-sv06-123,en,Heatran,Heatran,Heatran,native_english,Pokemon,Metal,140,Basic,,123,167,sv06,Twilight Masquerade,Twilight Masquerade,Rare,AKIRA EGAWA,,H,holo|reverse,,data/Scarlet & Violet/Twilight Masquerade/123.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/123.ts
en-sv06-124,en,Varoom,Varoom,Varoom,native_english,Pokemon,Metal,70,Basic,,124,167,sv06,Twilight Masquerade,Twilight Masquerade,Common,Shigenori Negishi,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/124.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/124.ts
en-sv06-125,en,Revavroom,Revavroom,Revavroom,native_english,Pokemon,Metal,140,Stage1,Varoom,125,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,Hasuno,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/125.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/125.ts
en-sv06-126,en,Applin,Applin,Applin,native_english,Pokemon,Dragon,40,Basic,,126,167,sv06,Twilight Masquerade,Twilight Masquerade,Common,Teeziro,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/126.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/126.ts
en-sv06-127,en,Dipplin,Dipplin,Dipplin,native_english,Pokemon,Dragon,80,Stage1,Applin,127,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,OKACHEKE,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/127.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/127.ts
en-sv06-128,en,Dreepy,Dreepy,Dreepy,native_english,Pokemon,Dragon,70,Basic,,128,167,sv06,Twilight Masquerade,Twilight Masquerade,Common,Scav,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/128.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/128.ts
en-sv06-129,en,Drakloak,Drakloak,Drakloak,native_english,Pokemon,Dragon,90,Stage1,Dreepy,129,167,sv06,Twilight Masquerade,Twilight Masquerade,Common,cochi8i,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/129.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/129.ts
en-sv06-130,en,Dragapult ex,Dragapult ex,Dragapult ex,native_english,Pokemon,Dragon,320,Stage2,Drakloak,130,167,sv06,Twilight Masquerade,Twilight Masquerade,Double rare,5ban Graphics,,H,holo|holo,,data/Scarlet & Violet/Twilight Masquerade/130.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/130.ts
en-sv06-131,en,Tatsugiri,Tatsugiri,Tatsugiri,native_english,Pokemon,Dragon,70,Basic,,131,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,Jerky,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/131.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/131.ts
en-sv06-132,en,Farfetch'd,Farfetch'd,Farfetch'd,native_english,Pokemon,Colorless,70,Basic,,132,167,sv06,Twilight Masquerade,Twilight Masquerade,Common,miki kudo,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/132.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/132.ts
en-sv06-133,en,Chansey,Chansey,Chansey,native_english,Pokemon,Colorless,120,Basic,,133,167,sv06,Twilight Masquerade,Twilight Masquerade,Common,HYOGONOSUKE,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/133.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/133.ts
en-sv06-134,en,Blissey ex,Blissey ex,Blissey ex,native_english,Pokemon,Colorless,300,Stage1,Chansey,134,167,sv06,Twilight Masquerade,Twilight Masquerade,Double rare,Iwamoto05,,H,holo|holo,,data/Scarlet & Violet/Twilight Masquerade/134.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/134.ts
en-sv06-135,en,Eevee,Eevee,Eevee,native_english,Pokemon,Colorless,50,Basic,,135,167,sv06,Twilight Masquerade,Twilight Masquerade,Common,satoma,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/135.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/135.ts
en-sv06-136,en,Snorlax,Snorlax,Snorlax,native_english,Pokemon,Colorless,160,Basic,,136,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,Souichirou Gunjima,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/136.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/136.ts
en-sv06-137,en,Aipom,Aipom,Aipom,native_english,Pokemon,Colorless,60,Basic,,137,167,sv06,Twilight Masquerade,Twilight Masquerade,Common,Mugi Hamada,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/137.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/137.ts
en-sv06-138,en,Ambipom,Ambipom,Ambipom,native_english,Pokemon,Colorless,110,Stage1,Aipom,138,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,KEIICHIRO ITO,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/138.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/138.ts
en-sv06-139,en,Ducklett,Ducklett,Ducklett,native_english,Pokemon,Colorless,60,Basic,,139,167,sv06,Twilight Masquerade,Twilight Masquerade,Common,Shibuzoh.,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/139.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/139.ts
en-sv06-140,en,Swanna,Swanna,Swanna,native_english,Pokemon,Colorless,110,Stage1,Ducklett,140,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,Susumu Maeya,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/140.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/140.ts
en-sv06-141,en,Bloodmoon Ursaluna ex,Bloodmoon Ursaluna ex,Bloodmoon Ursaluna ex,native_english,Pokemon,Colorless,260,Basic,,141,167,sv06,Twilight Masquerade,Twilight Masquerade,Double rare,aky CG Works,,H,holo,,data/Scarlet & Violet/Twilight Masquerade/141.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/141.ts
en-sv06-142,en,Accompanying Flute,Accompanying Flute,Accompanying Flute,native_english,Trainer,,,,,142,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,AYUMI ODASHIMA,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/142.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/142.ts
en-sv06-143,en,Bug Catching Set,Bug Catching Set,Bug Catching Set,native_english,Trainer,,,,,143,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,AYUMI ODASHIMA,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/143.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/143.ts
en-sv06-144,en,Caretaker,Caretaker,Caretaker,native_english,Trainer,,,,,144,167,sv06,Twilight Masquerade,Twilight Masquerade,Common,Akira Komayama,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/144.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/144.ts
en-sv06-145,en,Carmine,Carmine,Carmine,native_english,Trainer,,,,,145,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,kantaro,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/145.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/145.ts
en-sv06-146,en,Community Center,Community Center,Community Center,native_english,Trainer,,,,,146,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,MARINA Chikazawa,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/146.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/146.ts
en-sv06-147,en,Cook,Cook,Cook,native_english,Trainer,,,,,147,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,Hideki Ishikawa,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/147.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/147.ts
en-sv06-148,en,Enhanced Hammer,Enhanced Hammer,Enhanced Hammer,native_english,Trainer,,,,,148,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,Eske Yoshinob,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/148.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/148.ts
en-sv06-149,en,Festival Grounds,Festival Grounds,Festival Grounds,native_english,Trainer,,,,,149,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,MARINA Chikazawa,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/149.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/149.ts
en-sv06-150,en,Handheld Fan,Handheld Fan,Handheld Fan,native_english,Trainer,,,,,150,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,Toyste Beach,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/150.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/150.ts
en-sv06-151,en,Hassel,Hassel,Hassel,native_english,Trainer,,,,,151,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,GOSSAN,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/151.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/151.ts
en-sv06-152,en,Hyper Aroma,Hyper Aroma,Hyper Aroma,native_english,Trainer,,,,,152,167,sv06,Twilight Masquerade,Twilight Masquerade,ACE SPEC Rare,Toyste Beach,,H,holo,,data/Scarlet & Violet/Twilight Masquerade/152.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/152.ts
en-sv06-153,en,Jamming Tower,Jamming Tower,Jamming Tower,native_english,Trainer,,,,,153,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,AYUMI ODASHIMA,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/153.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/153.ts
en-sv06-154,en,Kieran,Kieran,Kieran,native_english,Trainer,,,,,154,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,GIDORA,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/154.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/154.ts
en-sv06-155,en,Lana's Aid,Lana's Aid,Lana's Aid,native_english,Trainer,,,,,155,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,Atsushi Furusawa,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/155.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/155.ts
en-sv06-156,en,Love Ball,Love Ball,Love Ball,native_english,Trainer,,,,,156,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,Studio Bora Inc.,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/156.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/156.ts
en-sv06-157,en,Lucian,Lucian,Lucian,native_english,Trainer,,,,,157,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,hncl,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/157.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/157.ts
en-sv06-158,en,Lucky Helmet,Lucky Helmet,Lucky Helmet,native_english,Trainer,,,,,158,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,Studio Bora Inc.,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/158.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/158.ts
en-sv06-159,en,Ogre's Mask,Ogre's Mask,Ogre's Mask,native_english,Trainer,,,,,159,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,5ban Graphics,,H,normal|reverse|holo,,data/Scarlet & Violet/Twilight Masquerade/159.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/159.ts
en-sv06-160,en,Perrin,Perrin,Perrin,native_english,Trainer,,,,,160,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,Naoki Saito,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/160.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/160.ts
en-sv06-161,en,Raifort,Raifort,Raifort,native_english,Trainer,,,,,161,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,hncl,,G,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/161.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/161.ts
en-sv06-162,en,Scoop Up Cyclone,Scoop Up Cyclone,Scoop Up Cyclone,native_english,Trainer,,,,,162,167,sv06,Twilight Masquerade,Twilight Masquerade,ACE SPEC Rare,Toyste Beach,,H,holo,,data/Scarlet & Violet/Twilight Masquerade/162.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/162.ts
en-sv06-163,en,Secret Box,Secret Box,Secret Box,native_english,Trainer,,,,,163,167,sv06,Twilight Masquerade,Twilight Masquerade,ACE SPEC Rare,Toyste Beach,,H,holo,,data/Scarlet & Violet/Twilight Masquerade/163.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/163.ts
en-sv06-164,en,Survival Brace,Survival Brace,Survival Brace,native_english,Trainer,,,,,164,167,sv06,Twilight Masquerade,Twilight Masquerade,ACE SPEC Rare,inose yukie,,H,holo,,data/Scarlet & Violet/Twilight Masquerade/164.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/164.ts
en-sv06-165,en,Unfair Stamp,Unfair Stamp,Unfair Stamp,native_english,Trainer,,,,,165,167,sv06,Twilight Masquerade,Twilight Masquerade,ACE SPEC Rare,Toyste Beach,,H,holo,,data/Scarlet & Violet/Twilight Masquerade/165.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/165.ts
en-sv06-166,en,Boomerang Energy,Boomerang Energy,Boomerang Energy,native_english,Energy,,,,,166,167,sv06,Twilight Masquerade,Twilight Masquerade,Uncommon,,,H,normal|reverse,,data/Scarlet & Violet/Twilight Masquerade/166.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/166.ts
en-sv06-167,en,Legacy Energy,Legacy Energy,Legacy Energy,native_english,Energy,,,,,167,167,sv06,Twilight Masquerade,Twilight Masquerade,ACE SPEC Rare,,,H,holo,,data/Scarlet & Violet/Twilight Masquerade/167.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/167.ts
en-sv06-168,en,Pinsir,Pinsir,Pinsir,native_english,Pokemon,Grass,110,Basic,,168,167,sv06,Twilight Masquerade,Twilight Masquerade,Illustration rare,Yukihiro Tada,,H,holo,,data/Scarlet & Violet/Twilight Masquerade/168.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/168.ts
en-sv06-169,en,Sunflora,Sunflora,Sunflora,native_english,Pokemon,Grass,100,Stage1,Sunkern,169,167,sv06,Twilight Masquerade,Twilight Masquerade,Illustration rare,Shinya Komatsu,,H,holo,,data/Scarlet & Violet/Twilight Masquerade/169.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/169.ts
en-sv06-170,en,Dipplin,Dipplin,Dipplin,native_english,Pokemon,Grass,80,Stage1,Applin,170,167,sv06,Twilight Masquerade,Twilight Masquerade,Illustration rare,Akira Komayama,,H,holo,,data/Scarlet & Violet/Twilight Masquerade/170.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/170.ts
en-sv06-171,en,Poltchageist,Poltchageist,Poltchageist,native_english,Pokemon,Grass,30,Basic,,171,167,sv06,Twilight Masquerade,Twilight Masquerade,Illustration rare,Saboteri,,H,holo,,data/Scarlet & Violet/Twilight Masquerade/171.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/171.ts
en-sv06-172,en,Torkoal,Torkoal,Torkoal,native_english,Pokemon,Fire,130,Basic,,172,167,sv06,Twilight Masquerade,Twilight Masquerade,Illustration rare,Masa,,H,holo,,data/Scarlet & Violet/Twilight Masquerade/172.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/172.ts
en-sv06-173,en,Infernape,Infernape,Infernape,native_english,Pokemon,Fire,140,Stage2,Monferno,173,167,sv06,Twilight Masquerade,Twilight Masquerade,Illustration rare,Krgc,,H,holo,,data/Scarlet & Violet/Twilight Masquerade/173.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/173.ts
en-sv06-174,en,Froslass,Froslass,Froslass,native_english,Pokemon,Water,90,Stage1,Snorunt,174,167,sv06,Twilight Masquerade,Twilight Masquerade,Illustration rare,matazo,,H,holo,,data/Scarlet & Violet/Twilight Masquerade/174.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/174.ts
en-sv06-175,en,Phione,Phione,Phione,native_english,Pokemon,Water,70,Basic,,175,167,sv06,Twilight Masquerade,Twilight Masquerade,Illustration rare,takashi shiraishi,,H,holo,,data/Scarlet & Violet/Twilight Masquerade/175.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/175.ts
en-sv06-176,en,Cramorant,Cramorant,Cramorant,native_english,Pokemon,Water,110,Basic,,176,167,sv06,Twilight Masquerade,Twilight Masquerade,Illustration rare,Fujimoto Gold,,H,holo,,data/Scarlet & Violet/Twilight Masquerade/176.ts,https://github.com/tcgdex/cards-database/blob/master/data/Scarlet & Violet/Twilight Masquerade/176.ts
