dataset_id,language,name_native,name_english,display_name,translation_status,category,pokemon_types,hp,stage,evolves_from_native,collector_number,set_total,set_id,set_name_native,set_name_english,rarity,illustrator,pokedex_numbers,regulation_mark,available_finishes,release_date,source_record,source_url
ja-SM7b-033,ja,ゼルネアス,Xerneas,ゼルネアス (Xerneas),verified_name_map,Pokemon,Fairy,160,Basic,,033,50,SM7b,フェアリーライズ,Fairy Rise,Rare Holo,Shin Nagasawa,,,holo,,data-asia/SM/SM7b/033.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM7b/033.ts
ja-SM7b-034,ja,アブリー,Cutiefly,アブリー (Cutiefly),verified_name_map,Pokemon,Fairy,30,Basic,,034,50,SM7b,フェアリーライズ,Fairy Rise,Common,Midori Harada,,,normal,,data-asia/SM/SM7b/034.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM7b/034.ts
ja-SM7b-035,ja,アブリボン,Ribombee,アブリボン (Ribombee),verified_name_map,Pokemon,Fairy,60,Stage1,アブリー,035,50,SM7b,フェアリーライズ,Fairy Rise,Uncommon,Hasuno,,,normal,,data-asia/SM/SM7b/035.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM7b/035.ts
ja-SM7b-036,ja,ネマシュ,Morelull,ネマシュ (Morelull),verified_name_map,Pokemon,Fairy,60,Basic,,036,50,SM7b,フェアリーライズ,Fairy Rise,Common,You Iribi,,,normal,,data-asia/SM/SM7b/036.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM7b/036.ts
ja-SM7b-037,ja,マシェード,Shiinotic,マシェード (Shiinotic),verified_name_map,Pokemon,Fairy,100,Stage1,ネマシュ,037,50,SM7b,フェアリーライズ,Fairy Rise,Common,Suwama Chiaki,,,normal,,data-asia/SM/SM7b/037.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM7b/037.ts
ja-SM7b-038,ja,ミミッキュGX,Mimikyu GX,ミミッキュGX (Mimikyu GX),verified_name_map_with_suffix,Pokemon,Fairy,170,Basic,,038,50,SM7b,フェアリーライズ,Fairy Rise,Double rare,5ban Graphics,,,holo,,data-asia/SM/SM7b/038.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM7b/038.ts
ja-SM7b-039,ja,カプ・テテフ,Tapu Lele,カプ・テテフ (Tapu Lele),verified_name_map,Pokemon,Fairy,110,Basic,,039,50,SM7b,フェアリーライズ,Fairy Rise,Rare,Mizue,,,holo,,data-asia/SM/SM7b/039.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM7b/039.ts
ja-SM7b-040,ja,カプ・レヒレ,Tapu Fini,カプ・レヒレ (Tapu Fini),verified_name_map,Pokemon,Fairy,120,Basic,,040,50,SM7b,フェアリーライズ,Fairy Rise,Rare,Kagemaru Himeno,,,holo,,data-asia/SM/SM7b/040.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM7b/040.ts
ja-SM7b-041,ja,カクレオン,Kecleon,カクレオン (Kecleon),verified_name_map,Pokemon,Colorless,80,Basic,,041,50,SM7b,フェアリーライズ,Fairy Rise,Common,OOYAMA,,,normal,,data-asia/SM/SM7b/041.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM7b/041.ts
ja-SM7b-042,ja,ネットボール,Net Ball,ネットボール (Net Ball),pokeapi_term_map,Trainer,,,,,042,50,SM7b,フェアリーライズ,Fairy Rise,Uncommon,Ryo Ueda,,,normal,,data-asia/SM/SM7b/042.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM7b/042.ts
ja-SM7b-043,ja,ぼうけんのカバン,,ぼうけんのカバン (English translation unavailable),untranslated,Trainer,,,,,043,50,SM7b,フェアリーライズ,Fairy Rise,Common,Yoshinobu Saito,,,normal,,data-asia/SM/SM7b/043.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM7b/043.ts
ja-SM7b-044,ja,のろいのおふだ,Spell Tag,のろいのおふだ (Spell Tag),pokeapi_term_map,Trainer,,,,,044,50,SM7b,フェアリーライズ,Fairy Rise,Uncommon,Ayaka Yoshida,,,normal,,data-asia/SM/SM7b/044.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM7b/044.ts
ja-SM7b-045,ja,フェアリーチャーム超,,フェアリーチャーム超 (English translation unavailable),untranslated,Trainer,,,,,045,50,SM7b,フェアリーライズ,Fairy Rise,Uncommon,Toyste Beach,,,normal,,data-asia/SM/SM7b/045.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM7b/045.ts
ja-SM7b-046,ja,フェアリーチャーム闘,,フェアリーチャーム闘 (English translation unavailable),untranslated,Trainer,,,,,046,50,SM7b,フェアリーライズ,Fairy Rise,Uncommon,Toyste Beach,,,normal,,data-asia/SM/SM7b/046.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM7b/046.ts
ja-SM7b-047,ja,フェアリーチャームドラゴン,,フェアリーチャームドラゴン (English translation unavailable),untranslated,Trainer,,,,,047,50,SM7b,フェアリーライズ,Fairy Rise,Uncommon,Toyste Beach,,,normal,,data-asia/SM/SM7b/047.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM7b/047.ts
ja-SM7b-048,ja,マツバ,,マツバ (English translation unavailable),untranslated,Trainer,,,,,048,50,SM7b,フェアリーライズ,Fairy Rise,Uncommon,Ken Sugimori,,,normal,,data-asia/SM/SM7b/048.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM7b/048.ts
ja-SM7b-049,ja,マツリカ,,マツリカ (English translation unavailable),untranslated,Trainer,,,,,049,50,SM7b,フェアリーライズ,Fairy Rise,Uncommon,Ken Sugimori,,,normal,,data-asia/SM/SM7b/049.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM7b/049.ts
ja-SM7b-050,ja,ライフフォレスト,,ライフフォレスト (English translation unavailable),untranslated,Trainer,,,,,050,50,SM7b,フェアリーライズ,Fairy Rise,Rare Holo,5ban Graphics,,,holo,,data-asia/SM/SM7b/050.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM7b/050.ts
ja-SM7b-051,ja,ジュカインGX,Sceptile GX,ジュカインGX (Sceptile GX),verified_name_map_with_suffix,Pokemon,Grass,230,Stage2,ジュプトル,051,50,SM7b,フェアリーライズ,Fairy Rise,Ultra Rare,Yoshinobu Saito,,,holo,,data-asia/SM/SM7b/051.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM7b/051.ts
ja-SM7b-052,ja,シンボラーGX,Sigilyph GX,シンボラーGX (Sigilyph GX),verified_name_map_with_suffix,Pokemon,Psychic,170,Basic,,052,50,SM7b,フェアリーライズ,Fairy Rise,Ultra Rare,PLANETA Igarashi,,,holo,,data-asia/SM/SM7b/052.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM7b/052.ts
ja-SM7b-053,ja,アローラキュウコンGX,Ninetales,アローラキュウコンGX (Ninetales; species only),species_name_only,Pokemon,Fairy,200,Stage1,アローラロコン,053,50,SM7b,フェアリーライズ,Fairy Rise,Ultra Rare,5ban Graphics,,,holo,,data-asia/SM/SM7b/053.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM7b/053.ts
ja-SM7b-054,ja,ミミッキュGX,Mimikyu GX,ミミッキュGX (Mimikyu GX),verified_name_map_with_suffix,Pokemon,Fairy,170,Basic,,054,50,SM7b,フェアリーライズ,Fairy Rise,Ultra Rare,5ban Graphics,,,holo,,data-asia/SM/SM7b/054.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM7b/054.ts
ja-SM7b-055,ja,マツバ,,マツバ (English translation unavailable),untranslated,Trainer,,,,,055,50,SM7b,フェアリーライズ,Fairy Rise,Ultra Rare,Sanosuke Sakuma,,,holo,,data-asia/SM/SM7b/055.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM7b/055.ts
ja-SM7b-056,ja,マツリカ,,マツリカ (English translation unavailable),untranslated,Trainer,,,,,056,50,SM7b,フェアリーライズ,Fairy Rise,Ultra Rare,You Iribi,,,holo,,data-asia/SM/SM7b/056.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM7b/056.ts
ja-SM7b-057,ja,ジュカインGX,Sceptile GX,ジュカインGX (Sceptile GX),verified_name_map_with_suffix,Pokemon,Grass,230,Stage2,ジュプトル,057,50,SM7b,フェアリーライズ,Fairy Rise,Hyper rare,,,,holo,,data-asia/SM/SM7b/057.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM7b/057.ts
ja-SM7b-058,ja,シンボラーGX,Sigilyph GX,シンボラーGX (Sigilyph GX),verified_name_map_with_suffix,Pokemon,Psychic,170,Basic,,058,50,SM7b,フェアリーライズ,Fairy Rise,Hyper rare,,,,holo,,data-asia/SM/SM7b/058.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM7b/058.ts
ja-SM7b-059,ja,アローラキュウコンGX,Ninetales,アローラキュウコンGX (Ninetales; species only),species_name_only,Pokemon,Fairy,200,Stage1,アローラロコン,059,50,SM7b,フェアリーライズ,Fairy Rise,Hyper rare,,,,holo,,data-asia/SM/SM7b/059.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM7b/059.ts
ja-SM7b-060,ja,ミミッキュGX,Mimikyu GX,ミミッキュGX (Mimikyu GX),verified_name_map_with_suffix,Pokemon,Fairy,170,Basic,,060,50,SM7b,フェアリーライズ,Fairy Rise,Hyper rare,,,,holo,,data-asia/SM/SM7b/060.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM7b/060.ts
ja-SM7b-061,ja,ネットボール,Net Ball,ネットボール (Net Ball),pokeapi_term_map,Trainer,,,,,061,50,SM7b,フェアリーライズ,Fairy Rise,Secret Rare,,,,holo,,data-asia/SM/SM7b/061.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM7b/061.ts
ja-SM7b-062,ja,ぼうけんのカバン,,ぼうけんのカバン (English translation unavailable),untranslated,Trainer,,,,,062,50,SM7b,フェアリーライズ,Fairy Rise,Secret Rare,,,,holo,,data-asia/SM/SM7b/062.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM7b/062.ts
ja-SM7b-063,ja,のろいのおふだ,Spell Tag,のろいのおふだ (Spell Tag),pokeapi_term_map,Trainer,,,,,063,50,SM7b,フェアリーライズ,Fairy Rise,Secret Rare,,,,holo,,data-asia/SM/SM7b/063.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM7b/063.ts
ja-SM8-001,ja,ストライク,Scyther,ストライク (Scyther),verified_name_map,Pokemon,Grass,80,Basic,,001,95,SM8,超爆インパクト,Super Burst Impact,Common,Kouki Saitou,,,normal,,data-asia/SM/SM8/001.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/001.ts
ja-SM8-002,ja,チコリータ,Chikorita,チコリータ (Chikorita),verified_name_map,Pokemon,Grass,60,Basic,,002,95,SM8,超爆インパクト,Super Burst Impact,Common,Aya Kusube,,,normal,,data-asia/SM/SM8/002.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/002.ts
ja-SM8-003,ja,チコリータ,Chikorita,チコリータ (Chikorita),verified_name_map,Pokemon,Grass,70,Basic,,003,95,SM8,超爆インパクト,Super Burst Impact,Common,sowsow,,,normal,,data-asia/SM/SM8/003.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/003.ts
ja-SM8-004,ja,ベイリーフ,Bayleef,ベイリーフ (Bayleef),verified_name_map,Pokemon,Grass,100,Stage1,チコリータ,004,95,SM8,超爆インパクト,Super Burst Impact,Common,Kagemaru Himeno,,,normal,,data-asia/SM/SM8/004.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/004.ts
ja-SM8-005,ja,メガニウム,Meganium,メガニウム (Meganium),verified_name_map,Pokemon,Grass,150,Stage2,ベイリーフ,005,95,SM8,超爆インパクト,Super Burst Impact,Rare,nagimiso,,,holo,,data-asia/SM/SM8/005.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/005.ts
ja-SM8-006,ja,イトマル,Spinarak,イトマル (Spinarak),verified_name_map,Pokemon,Grass,50,Basic,,006,95,SM8,超爆インパクト,Super Burst Impact,Common,Misa Tsutsui,,,normal,,data-asia/SM/SM8/006.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/006.ts
ja-SM8-007,ja,アリアドス,Ariados,アリアドス (Ariados),verified_name_map,Pokemon,Grass,110,Stage1,イトマル,007,95,SM8,超爆インパクト,Super Burst Impact,Common,Suwama Chiaki,,,normal,,data-asia/SM/SM8/007.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/007.ts
ja-SM8-008,ja,ハネッコ,Hoppip,ハネッコ (Hoppip),verified_name_map,Pokemon,Grass,30,Basic,,008,95,SM8,超爆インパクト,Super Burst Impact,Common,Mizue,,,normal,,data-asia/SM/SM8/008.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/008.ts
ja-SM8-009,ja,ハネッコ,Hoppip,ハネッコ (Hoppip),verified_name_map,Pokemon,Grass,40,Basic,,009,95,SM8,超爆インパクト,Super Burst Impact,Common,kawayoo,,,normal,,data-asia/SM/SM8/009.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/009.ts
ja-SM8-010,ja,ポポッコ,Skiploom,ポポッコ (Skiploom),verified_name_map,Pokemon,Grass,60,Stage1,ハネッコ,010,95,SM8,超爆インパクト,Super Burst Impact,Common,Hitoshi Ariga,,,normal,,data-asia/SM/SM8/010.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/010.ts
ja-SM8-011,ja,ワタッコ,Jumpluff,ワタッコ (Jumpluff),verified_name_map,Pokemon,Grass,70,Stage2,ポポッコ,011,95,SM8,超爆インパクト,Super Burst Impact,Rare,Masakazu Fukuda,,,holo,,data-asia/SM/SM8/011.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/011.ts
ja-SM8-012,ja,クヌギダマ,Pineco,クヌギダマ (Pineco),verified_name_map,Pokemon,Grass,60,Basic,,012,95,SM8,超爆インパクト,Super Burst Impact,Common,Misa Tsutsui,,,normal,,data-asia/SM/SM8/012.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/012.ts
ja-SM8-013,ja,ツボツボGX,Shuckle GX,ツボツボGX (Shuckle GX),verified_name_map_with_suffix,Pokemon,Grass,170,Basic,,013,95,SM8,超爆インパクト,Super Burst Impact,Double rare,5ban Graphics,,,holo,,data-asia/SM/SM8/013.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/013.ts
ja-SM8-014,ja,ヘラクロス,Heracross,ヘラクロス (Heracross),verified_name_map,Pokemon,Grass,120,Basic,,014,95,SM8,超爆インパクト,Super Burst Impact,Common,Ken Sugimori,,,normal,,data-asia/SM/SM8/014.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/014.ts
ja-SM8-015,ja,セレビィ,Celebi,セレビィ (Celebi),verified_name_map,Pokemon,Grass,90,Basic,,015,95,SM8,超爆インパクト,Super Burst Impact,Rare Holo,Masakazu Fukuda,,,holo,,data-asia/SM/SM8/015.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/015.ts
ja-SM8-016,ja,ヒノアラシ,Cyndaquil,ヒノアラシ (Cyndaquil),verified_name_map,Pokemon,Fire,60,Basic,,016,95,SM8,超爆インパクト,Super Burst Impact,Common,Mina Nakai,,,normal,,data-asia/SM/SM8/016.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/016.ts
ja-SM8-017,ja,ヒノアラシ,Cyndaquil,ヒノアラシ (Cyndaquil),verified_name_map,Pokemon,Fire,70,Basic,,017,95,SM8,超爆インパクト,Super Burst Impact,Common,kirisAki,,,normal,,data-asia/SM/SM8/017.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/017.ts
ja-SM8-018,ja,マグマラシ,Quilava,マグマラシ (Quilava),verified_name_map,Pokemon,Fire,90,Stage1,ヒノアラシ,018,95,SM8,超爆インパクト,Super Burst Impact,Common,Miki Tanaka,,,normal,,data-asia/SM/SM8/018.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/018.ts
ja-SM8-019,ja,バクフーン,Typhlosion,バクフーン (Typhlosion),verified_name_map,Pokemon,Fire,160,Stage2,マグマラシ,019,95,SM8,超爆インパクト,Super Burst Impact,Rare,Kouki Saitou,,,holo,,data-asia/SM/SM8/019.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/019.ts
ja-SM8-020,ja,デルビル,Houndour,デルビル (Houndour),verified_name_map,Pokemon,Fire,60,Basic,,020,95,SM8,超爆インパクト,Super Burst Impact,Common,Ken Sugimori,,,normal,,data-asia/SM/SM8/020.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/020.ts
ja-SM8-021,ja,ヘルガー,Houndoom,ヘルガー (Houndoom),verified_name_map,Pokemon,Fire,110,Stage1,デルビル,021,95,SM8,超爆インパクト,Super Burst Impact,Uncommon,Sekio,,,normal,,data-asia/SM/SM8/021.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/021.ts
ja-SM8-022,ja,エンテイ,Entei,エンテイ (Entei),verified_name_map,Pokemon,Fire,130,Basic,,022,95,SM8,超爆インパクト,Super Burst Impact,Rare,kawayoo,,,holo,,data-asia/SM/SM8/022.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/022.ts
ja-SM8-023,ja,ズガドーンGX,Blacephalon GX,ズガドーンGX (Blacephalon GX),verified_name_map_with_suffix,Pokemon,Fire,180,Basic,,023,95,SM8,超爆インパクト,Super Burst Impact,Double rare,5ban Graphics,,,holo,,data-asia/SM/SM8/023.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/023.ts
ja-SM8-024,ja,ヤドン,Slowpoke,ヤドン (Slowpoke),verified_name_map,Pokemon,Water,70,Basic,,024,95,SM8,超爆インパクト,Super Burst Impact,Common,Tomokazu Komiya,,,normal,,data-asia/SM/SM8/024.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/024.ts
ja-SM8-025,ja,ヤドキング,Slowking,ヤドキング (Slowking),verified_name_map,Pokemon,Water,120,Stage1,ヤドン,025,95,SM8,超爆インパクト,Super Burst Impact,Uncommon,sowsow,,,normal,,data-asia/SM/SM8/025.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/025.ts
ja-SM8-026,ja,デリバード,Delibird,デリバード (Delibird),verified_name_map,Pokemon,Water,90,Basic,,026,95,SM8,超爆インパクト,Super Burst Impact,Common,Ken Sugimori,,,normal,,data-asia/SM/SM8/026.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/026.ts
ja-SM8-027,ja,マンタイン,Mantine,マンタイン (Mantine),verified_name_map,Pokemon,Water,120,Basic,,027,95,SM8,超爆インパクト,Super Burst Impact,Common,Sanosuke Sakuma,,,normal,,data-asia/SM/SM8/027.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/027.ts
ja-SM8-028,ja,スイクンGX,Suicune GX,スイクンGX (Suicune GX),verified_name_map_with_suffix,Pokemon,Water,180,Basic,,028,95,SM8,超爆インパクト,Super Burst Impact,Double rare,5ban Graphics,,,holo,,data-asia/SM/SM8/028.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/028.ts
ja-SM8-029,ja,ヒドイデ,Mareanie,ヒドイデ (Mareanie),verified_name_map,Pokemon,Water,50,Basic,,029,95,SM8,超爆インパクト,Super Burst Impact,Common,Aya Kusube,,,normal,,data-asia/SM/SM8/029.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/029.ts
ja-SM8-030,ja,ドヒドイデ,Toxapex,ドヒドイデ (Toxapex),verified_name_map,Pokemon,Water,120,Stage1,ヒドイデ,030,95,SM8,超爆インパクト,Super Burst Impact,Uncommon,kirisAki,,,normal,,data-asia/SM/SM8/030.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/030.ts
ja-SM8-031,ja,チョンチー,Chinchou,チョンチー (Chinchou),verified_name_map,Pokemon,Lightning,60,Basic,,031,95,SM8,超爆インパクト,Super Burst Impact,Common,Akira Komayama,,,normal,,data-asia/SM/SM8/031.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/031.ts
ja-SM8-032,ja,ランターン,Lanturn,ランターン (Lanturn),verified_name_map,Pokemon,Lightning,110,Stage1,チョンチー,032,95,SM8,超爆インパクト,Super Burst Impact,Uncommon,Ken Sugimori,,,normal,,data-asia/SM/SM8/032.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/032.ts
ja-SM8-033,ja,メリープ,Mareep,メリープ (Mareep),verified_name_map,Pokemon,Lightning,50,Basic,,033,95,SM8,超爆インパクト,Super Burst Impact,Common,Midori Harada,,,normal,,data-asia/SM/SM8/033.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/033.ts
ja-SM8-034,ja,メリープ,Mareep,メリープ (Mareep),verified_name_map,Pokemon,Lightning,60,Basic,,034,95,SM8,超爆インパクト,Super Burst Impact,Common,0313,,,normal,,data-asia/SM/SM8/034.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/034.ts
ja-SM8-035,ja,モココ,Flaaffy,モココ (Flaaffy),verified_name_map,Pokemon,Lightning,80,Stage1,メリープ,035,95,SM8,超爆インパクト,Super Burst Impact,Common,Mizue,,,normal,,data-asia/SM/SM8/035.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/035.ts
ja-SM8-036,ja,デンリュウ,Ampharos,デンリュウ (Ampharos),verified_name_map,Pokemon,Lightning,150,Stage2,モココ,036,95,SM8,超爆インパクト,Super Burst Impact,Rare,Satoshi Shirai,,,holo,,data-asia/SM/SM8/036.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/036.ts
ja-SM8-037,ja,ライコウ,Raikou,ライコウ (Raikou),verified_name_map,Pokemon,Lightning,120,Basic,,037,95,SM8,超爆インパクト,Super Burst Impact,Rare,Kagemaru Himeno,,,holo,,data-asia/SM/SM8/037.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/037.ts
ja-SM8-038,ja,ネイティ,Natu,ネイティ (Natu),verified_name_map,Pokemon,Psychic,40,Basic,,038,95,SM8,超爆インパクト,Super Burst Impact,Common,Anesaki Dynamic,,,normal,,data-asia/SM/SM8/038.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/038.ts
ja-SM8-039,ja,ネイティオ,Xatu,ネイティオ (Xatu),verified_name_map,Pokemon,Psychic,100,Stage1,ネイティ,039,95,SM8,超爆インパクト,Super Burst Impact,Common,Ken Sugimori,,,normal,,data-asia/SM/SM8/039.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/039.ts
ja-SM8-040,ja,エーフィ,Espeon,エーフィ (Espeon),verified_name_map,Pokemon,Psychic,90,Stage1,イーブイ,040,95,SM8,超爆インパクト,Super Burst Impact,Uncommon,Ryota Murayama,,,normal,,data-asia/SM/SM8/040.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/040.ts
ja-SM8-041,ja,アンノーン,Unown,アンノーン (Unown),verified_name_map,Pokemon,Psychic,60,Basic,,041,95,SM8,超爆インパクト,Super Burst Impact,Uncommon,Masakazu Fukuda,,,normal,,data-asia/SM/SM8/041.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/041.ts
ja-SM8-042,ja,アンノーン,Unown,アンノーン (Unown),verified_name_map,Pokemon,Psychic,60,Basic,,042,95,SM8,超爆インパクト,Super Burst Impact,Uncommon,Hasuno,,,normal,,data-asia/SM/SM8/042.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/042.ts
ja-SM8-043,ja,アンノーン,Unown,アンノーン (Unown),verified_name_map,Pokemon,Psychic,60,Basic,,043,95,SM8,超爆インパクト,Super Burst Impact,Uncommon,Naoki Saito,,,normal,,data-asia/SM/SM8/043.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/043.ts
ja-SM8-044,ja,ソーナンス,Wobbuffet,ソーナンス (Wobbuffet),verified_name_map,Pokemon,Psychic,110,Basic,,044,95,SM8,超爆インパクト,Super Burst Impact,Uncommon,Megumi Mizutani,,,normal,,data-asia/SM/SM8/044.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/044.ts
ja-SM8-045,ja,キリンリキ,Girafarig,キリンリキ (Girafarig),verified_name_map,Pokemon,Psychic,90,Basic,,045,95,SM8,超爆インパクト,Super Burst Impact,Common,Ayaka Yoshida,,,normal,,data-asia/SM/SM8/045.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/045.ts
ja-SM8-046,ja,ウツロイド,Nihilego,ウツロイド (Nihilego),verified_name_map,Pokemon,Psychic,110,Basic,,046,95,SM8,超爆インパクト,Super Burst Impact,Rare,Megumi Mizutani,,,holo,,data-asia/SM/SM8/046.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/046.ts
ja-SM8-047,ja,ベベノム,Poipole,ベベノム (Poipole),verified_name_map,Pokemon,Psychic,70,Basic,,047,95,SM8,超爆インパクト,Super Burst Impact,Common,Hitoshi Ariga,,,normal,,data-asia/SM/SM8/047.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/047.ts
ja-SM8-048,ja,アーゴヨン,Naganadel,アーゴヨン (Naganadel),verified_name_map,Pokemon,Psychic,130,Stage1,ベベノム,048,95,SM8,超爆インパクト,Super Burst Impact,Rare,Shin Nagasawa,,,holo,,data-asia/SM/SM8/048.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/048.ts
ja-SM8-049,ja,ウソッキー,Sudowoodo,ウソッキー (Sudowoodo),verified_name_map,Pokemon,Fighting,110,Basic,,049,95,SM8,超爆インパクト,Super Burst Impact,Common,Ken Sugimori,,,normal,,data-asia/SM/SM8/049.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/049.ts
ja-SM8-050,ja,ゴマゾウ,Phanpy,ゴマゾウ (Phanpy),verified_name_map,Pokemon,Fighting,80,Basic,,050,95,SM8,超爆インパクト,Super Burst Impact,Common,Asako Ito,,,normal,,data-asia/SM/SM8/050.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/050.ts
ja-SM8-051,ja,ドンファン,Donphan,ドンファン (Donphan),verified_name_map,Pokemon,Fighting,130,Stage1,ゴマゾウ,051,95,SM8,超爆インパクト,Super Burst Impact,Uncommon,Naoyo Kimura,,,normal,,data-asia/SM/SM8/051.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/051.ts
ja-SM8-052,ja,カポエラー,Hitmontop,カポエラー (Hitmontop),verified_name_map,Pokemon,Fighting,80,Basic,,052,95,SM8,超爆インパクト,Super Burst Impact,Common,sowsow,,,normal,,data-asia/SM/SM8/052.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/052.ts
ja-SM8-053,ja,ヨーギラス,Larvitar,ヨーギラス (Larvitar),verified_name_map,Pokemon,Fighting,50,Basic,,053,95,SM8,超爆インパクト,Super Burst Impact,Common,Misa Tsutsui,,,normal,,data-asia/SM/SM8/053.ts,https://github.com/tcgdex/cards-database/blob/master/data-asia/SM/SM8/053.ts
