#,dataset_id,tcgdex_id,card_name,set_name,card_number,set_total,rarity,search_query,image_url,source_page,notes,VERIFIED
132,en-tk-bw-z-7,tk-bw-z-7,Darkness Energy,BW trainer Kit (Zoroark),7,30,None,Darkness Energy BW trainer Kit (Zoroark) 7/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-TK5A-007-darkness_energy.png,https://pkmncards.com/card/darkness-energy-black-white-trainer-kit-zoroark-tk5z-7/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 273cfd6e536af55b.,yes
133,en-tk-bw-z-8,tk-bw-z-8,Darkness Energy,BW trainer Kit (Zoroark),8,30,None,Darkness Energy BW trainer Kit (Zoroark) 8/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-TK5A-008-darkness_energy.png,https://pkmncards.com/card/darkness-energy-black-white-trainer-kit-zoroark-tk5z-8/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 95e45e5457cc1baf.,yes
134,en-tk-bw-z-9,tk-bw-z-9,Darkness Energy,BW trainer Kit (Zoroark),9,30,None,Darkness Energy BW trainer Kit (Zoroark) 9/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-TK5A-009-darkness_energy.png,https://pkmncards.com/card/darkness-energy-black-white-trainer-kit-zoroark-tk5z-9/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 ef1cfea502788839.,yes
135,en-bog-1,bog-1,Electabuzz,Best of game,1,9,None,Electabuzz Best of game 1/9 pokemon card,https://pkmncards.com/wp-content/uploads/electabuzz-best-of-game-1.jpg,https://pkmncards.com/card/electabuzz-best-of-game-1/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct JPEG HTTP 200; SHA-256 7d9562ad9caff283.,yes
136,en-bog-2,bog-2,Hitmonchan,Best of game,2,9,None,Hitmonchan Best of game 2/9 pokemon card,https://pkmncards.com/wp-content/uploads/hitmonchan-best-of-game-2.jpg,https://pkmncards.com/card/hitmonchan-best-of-game-2/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct JPEG HTTP 200; SHA-256 e18b3fa8121511a0.,yes
137,en-bog-3,bog-3,Professor Elm,Best of game,3,9,None,Professor Elm Best of game 3/9 pokemon card,https://pkmncards.com/wp-content/uploads/professor-elm-best-of-game-3.jpg,https://pkmncards.com/card/professor-elm-best-of-game-3/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct JPEG HTTP 200; SHA-256 e52e6934288f7b26.,yes
138,en-bog-4,bog-4,Rocket’s Scizor,Best of game,4,9,None,Rocket’s Scizor Best of game 4/9 pokemon card,https://pkmncards.com/wp-content/uploads/rockets-scizor-best-of-game-4.jpg,https://pkmncards.com/card/rockets-scizor-best-of-game-4/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct JPEG HTTP 200; SHA-256 342943601fe12e2f.,yes
139,en-bog-5,bog-5,Rocket’s Sneasel,Best of game,5,9,None,Rocket’s Sneasel Best of game 5/9 pokemon card,https://pkmncards.com/wp-content/uploads/rockets-sneasel-best-of-game-5.jpg,https://pkmncards.com/card/rockets-sneasel-best-of-game-5/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct JPEG HTTP 200; SHA-256 33cc220cd2dfd198.,yes
140,en-bog-6,bog-6,Dark Ivysaur,Best of game,6,9,None,Dark Ivysaur Best of game 6/9 pokemon card,https://pkmncards.com/wp-content/uploads/dark-ivysaur-best-of-game-6.jpg,https://pkmncards.com/card/dark-ivysaur-best-of-game-6/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct JPEG HTTP 200; SHA-256 e840319fe3e28d3c.,yes
141,en-bog-7,bog-7,Dark Venusaur,Best of game,7,9,None,Dark Venusaur Best of game 7/9 pokemon card,https://pkmncards.com/wp-content/uploads/dark-venusaur-best-of-game-7.jpg,https://pkmncards.com/card/dark-venusaur-best-of-game-7/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct JPEG HTTP 200; SHA-256 20f56d8cd46a7a34.,yes
142,en-bog-8,bog-8,Rocket’s Mewtwo,Best of game,8,9,None,Rocket’s Mewtwo Best of game 8/9 pokemon card,https://pkmncards.com/wp-content/uploads/rockets-mewtwo-best-of-game-winner-8.jpg,https://pkmncards.com/card/rockets-mewtwo-best-of-game-8/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct JPEG HTTP 200; SHA-256 1af279aca112e325.,yes
143,en-bog-9,bog-9,Rocket’s Hitmonchan,Best of game,9,9,None,Rocket’s Hitmonchan Best of game 9/9 pokemon card,https://pkmncards.com/wp-content/uploads/rockets-hitmonchan-best-of-game-winner-9.jpg,https://pkmncards.com/card/rockets-hitmonchan-best-of-game-9/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct JPEG HTTP 200; SHA-256 3935c48ac2842eba.,yes
144,en-swsh9tg-TG01,swsh9tg-TG01,Flareon,Brilliant Stars Trainer Gallery,TG01,30,Rare,Flareon Brilliant Stars Trainer Gallery TG01/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-SWSH9-TG001-flareon.png,https://pkmncards.com/card/flareon-brilliant-stars-brs-tg01/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 f95af08c88c73d94.,yes
145,en-swsh9tg-TG02,swsh9tg-TG02,Vaporeon,Brilliant Stars Trainer Gallery,TG02,30,Rare,Vaporeon Brilliant Stars Trainer Gallery TG02/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-SWSH9-TG002-vaporeon.png,https://pkmncards.com/card/vaporeon-brilliant-stars-brs-tg02/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 99e3cd1b08616e4f.,yes
146,en-swsh9tg-TG03,swsh9tg-TG03,Octillery,Brilliant Stars Trainer Gallery,TG03,30,Rare,Octillery Brilliant Stars Trainer Gallery TG03/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-SWSH9-TG003-octillery.png,https://pkmncards.com/card/octillery-brilliant-stars-brs-tg03/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 105940996aa9cd78.,yes
147,en-swsh9tg-TG04,swsh9tg-TG04,Jolteon,Brilliant Stars Trainer Gallery,TG04,30,Rare,Jolteon Brilliant Stars Trainer Gallery TG04/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-SWSH9-TG004-jolteon.png,https://pkmncards.com/card/jolteon-brilliant-stars-brs-tg04/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 af8f4fe3b34c99c6.,yes
148,en-swsh9tg-TG05,swsh9tg-TG05,Zekrom,Brilliant Stars Trainer Gallery,TG05,30,Rare,Zekrom Brilliant Stars Trainer Gallery TG05/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-SWSH9-TG005-zekrom.png,https://pkmncards.com/card/zekrom-brilliant-stars-brs-tg05/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 2ec45bfca66abcf8.,yes
149,en-swsh9tg-TG06,swsh9tg-TG06,Dusknoir,Brilliant Stars Trainer Gallery,TG06,30,Rare,Dusknoir Brilliant Stars Trainer Gallery TG06/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-SWSH9-TG006-dusknoir.png,https://pkmncards.com/card/dusknoir-brilliant-stars-brs-tg06/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 58d5e9b8c8d4a575.,yes
150,en-swsh9tg-TG07,swsh9tg-TG07,Dedenne,Brilliant Stars Trainer Gallery,TG07,30,Rare,Dedenne Brilliant Stars Trainer Gallery TG07/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-SWSH9-TG007-dedenne.png,https://pkmncards.com/card/dedenne-brilliant-stars-brs-tg07/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 f95b4882d048061e.,yes
151,en-swsh9tg-TG08,swsh9tg-TG08,Alcremie,Brilliant Stars Trainer Gallery,TG08,30,Rare,Alcremie Brilliant Stars Trainer Gallery TG08/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-SWSH9-TG008-alcremie.png,https://pkmncards.com/card/alcremie-brilliant-stars-brs-tg08/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 e33fc49aa2c7aaa5.,yes
152,en-swsh9tg-TG09,swsh9tg-TG09,Ariados,Brilliant Stars Trainer Gallery,TG09,30,Rare,Ariados Brilliant Stars Trainer Gallery TG09/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-SWSH9-TG009-ariados.png,https://pkmncards.com/card/ariados-brilliant-stars-brs-tg09/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 e6a9aa13c9377a8a.,yes
153,en-swsh9tg-TG10,swsh9tg-TG10,Houndoom,Brilliant Stars Trainer Gallery,TG10,30,Rare,Houndoom Brilliant Stars Trainer Gallery TG10/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-SWSH9-TG010-houndoom.png,https://pkmncards.com/card/houndoom-brilliant-stars-brs-tg10/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 68ec1e99dac9ba78.,yes
154,en-swsh9tg-TG11,swsh9tg-TG11,Eevee,Brilliant Stars Trainer Gallery,TG11,30,Rare,Eevee Brilliant Stars Trainer Gallery TG11/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-SWSH9-TG011-eevee.png,https://pkmncards.com/card/eevee-brilliant-stars-brs-tg11/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 23e5d8b2ed53eb53.,yes
155,en-swsh9tg-TG12,swsh9tg-TG12,Oranguru,Brilliant Stars Trainer Gallery,TG12,30,Rare,Oranguru Brilliant Stars Trainer Gallery TG12/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-SWSH9-TG012-oranguru.png,https://pkmncards.com/card/oranguru-brilliant-stars-brs-tg12/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 0bf644a5fde7c029.,yes
156,en-swsh9tg-TG13,swsh9tg-TG13,Boltund V,Brilliant Stars Trainer Gallery,TG13,30,Ultra Rare,Boltund V Brilliant Stars Trainer Gallery TG13/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-SWSH9-TG013-boltund_v.png,https://pkmncards.com/card/boltund-v-brilliant-stars-brs-tg13/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 a1faf41e7a9f46ba.,yes
157,en-swsh9tg-TG14,swsh9tg-TG14,Sylveon V,Brilliant Stars Trainer Gallery,TG14,30,Ultra Rare,Sylveon V Brilliant Stars Trainer Gallery TG14/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-SWSH9-TG014-sylveon_v.png,https://pkmncards.com/card/sylveon-v-brilliant-stars-brs-tg14/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 fa214d7b153b867e.,yes
158,en-swsh9tg-TG15,swsh9tg-TG15,Sylveon VMAX,Brilliant Stars Trainer Gallery,TG15,30,Ultra Rare,Sylveon VMAX Brilliant Stars Trainer Gallery TG15/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-SWSH9-TG015-sylveon_vmax.png,https://pkmncards.com/card/sylveon-vmax-brilliant-stars-brs-tg15/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 1a96ee9aaff781ea.,yes
159,en-swsh9tg-TG16,swsh9tg-TG16,Mimikyu V,Brilliant Stars Trainer Gallery,TG16,30,Ultra Rare,Mimikyu V Brilliant Stars Trainer Gallery TG16/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-SWSH9-TG016-mimikyu_v.png,https://pkmncards.com/card/mimikyu-v-brilliant-stars-brs-tg16/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 ac90800830244019.,yes
160,en-swsh9tg-TG17,swsh9tg-TG17,Mimikyu VMAX,Brilliant Stars Trainer Gallery,TG17,30,Ultra Rare,Mimikyu VMAX Brilliant Stars Trainer Gallery TG17/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-SWSH9-TG017-mimikyu_vmax.png,https://pkmncards.com/card/mimikyu-vmax-brilliant-stars-brs-tg17/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 f3f7149b6ebfd62e.,yes
161,en-swsh9tg-TG18,swsh9tg-TG18,Single Strike Urshifu V,Brilliant Stars Trainer Gallery,TG18,30,Ultra Rare,Single Strike Urshifu V Brilliant Stars Trainer Gallery TG18/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-SWSH9-TG018-single_strike_urshifu_v.png,https://pkmncards.com/card/single-strike-urshifu-v-brilliant-stars-brs-tg18/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 e6978f0e51ad60fe.,yes
162,en-swsh9tg-TG19,swsh9tg-TG19,Single Strike Urshifu VMAX,Brilliant Stars Trainer Gallery,TG19,30,Ultra Rare,Single Strike Urshifu VMAX Brilliant Stars Trainer Gallery TG19/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-SWSH9-TG019-single_strike_urshifu_vmax.png,https://pkmncards.com/card/single-strike-urshifu-vmax-brilliant-stars-brs-tg19/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 827f1da2421654e4.,yes
163,en-swsh9tg-TG20,swsh9tg-TG20,Rapid Strike Urshifu V,Brilliant Stars Trainer Gallery,TG20,30,Ultra Rare,Rapid Strike Urshifu V Brilliant Stars Trainer Gallery TG20/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-SWSH9-TG020-rapid_strike_urshifu_v.png,https://pkmncards.com/card/rapid-strike-urshifu-v-brilliant-stars-brs-tg20/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 df6877bc454abaf0.,yes
164,en-swsh9tg-TG21,swsh9tg-TG21,Rapid Strike Urshifu VMAX,Brilliant Stars Trainer Gallery,TG21,30,Ultra Rare,Rapid Strike Urshifu VMAX Brilliant Stars Trainer Gallery TG21/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-SWSH9-TG021-rapid_strike_urshifu_vmax.png,https://pkmncards.com/card/rapid-strike-urshifu-vmax-brilliant-stars-brs-tg21/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 0aec2d7f768cbbe3.,yes
165,en-swsh9tg-TG22,swsh9tg-TG22,Umbreon V,Brilliant Stars Trainer Gallery,TG22,30,Ultra Rare,Umbreon V Brilliant Stars Trainer Gallery TG22/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-SWSH9-TG022-umbreon_v.png,https://pkmncards.com/card/umbreon-v-brilliant-stars-brs-tg22/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 48219c5ccb1f0dfc.,yes
166,en-swsh9tg-TG23,swsh9tg-TG23,Umbreon VMAX,Brilliant Stars Trainer Gallery,TG23,30,Ultra Rare,Umbreon VMAX Brilliant Stars Trainer Gallery TG23/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-SWSH9-TG023-umbreon_vmax.png,https://pkmncards.com/card/umbreon-vmax-brilliant-stars-brs-tg23/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 d0409e4411ecf5e1.,yes
167,en-swsh9tg-TG24,swsh9tg-TG24,Acerola's Premonition,Brilliant Stars Trainer Gallery,TG24,30,Ultra Rare,Acerola's Premonition Brilliant Stars Trainer Gallery TG24/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-SWSH9-TG024-acerolas_premonition.png,https://pkmncards.com/card/acerolas-premonition-brilliant-stars-brs-tg24/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 7aa1b8b54f640968.,yes
168,en-swsh9tg-TG25,swsh9tg-TG25,Café Master,Brilliant Stars Trainer Gallery,TG25,30,Ultra Rare,Café Master Brilliant Stars Trainer Gallery TG25/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-SWSH9-TG025-cafe_master.png,https://pkmncards.com/card/cafe-master-brilliant-stars-brs-tg25/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 10f2b780c52bbb93.,yes
169,en-swsh9tg-TG26,swsh9tg-TG26,Gloria,Brilliant Stars Trainer Gallery,TG26,30,Ultra Rare,Gloria Brilliant Stars Trainer Gallery TG26/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-SWSH9-TG026-gloria.png,https://pkmncards.com/card/gloria-brilliant-stars-brs-tg26/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 6faf7870ed261c80.,yes
170,en-swsh9tg-TG27,swsh9tg-TG27,Rapid Strike Style Mustard,Brilliant Stars Trainer Gallery,TG27,30,Ultra Rare,Rapid Strike Style Mustard Brilliant Stars Trainer Gallery TG27/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-SWSH9-TG027-rapid_strike_style_mustard.png,https://pkmncards.com/card/rapid-strike-style-mustard-brilliant-stars-brs-tg27/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 ef9fd5594f47c1dd.,yes
171,en-swsh9tg-TG28,swsh9tg-TG28,Single Strike Style Mustard,Brilliant Stars Trainer Gallery,TG28,30,Ultra Rare,Single Strike Style Mustard Brilliant Stars Trainer Gallery TG28/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-SWSH9-TG028-single_strike_style_mustard.png,https://pkmncards.com/card/single-strike-style-mustard-brilliant-stars-brs-tg28/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 ca37baef69957b55.,yes
172,en-swsh9tg-TG29,swsh9tg-TG29,Single Strike Urshifu VMAX,Brilliant Stars Trainer Gallery,TG29,30,Secret Rare,Single Strike Urshifu VMAX Brilliant Stars Trainer Gallery TG29/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-SWSH9-TG029-single_strike_urshifu_vmax.png,https://pkmncards.com/card/single-strike-urshifu-vmax-brilliant-stars-brs-tg29/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 794e6e81a9e3aa21.,yes
173,en-swsh9tg-TG30,swsh9tg-TG30,Rapid Strike Urshifu VMAX,Brilliant Stars Trainer Gallery,TG30,30,Secret Rare,Rapid Strike Urshifu VMAX Brilliant Stars Trainer Gallery TG30/30 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-SWSH9-TG030-rapid_strike_urshifu_vmax.png,https://pkmncards.com/card/rapid-strike-urshifu-vmax-brilliant-stars-brs-tg30/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 e3b8cc0467110350.,yes
174,en-cel25-25,cel25-25,Mew,Celebrations,25,25,Secret Rare,Mew Celebrations 25/25 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-Ann25th-025-mew.png,https://pkmncards.com/card/mew-celebrations-cel-025/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 a37ea80c99983b70.,yes
175,en-cel25cc-CC001,cel25cc-CC001,Blastoise,Celebrations Classic Collection,CC001,25,Classic Collection,Blastoise Celebrations Classic Collection CC001/25 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-Ann25thR-002-blastoise.png,https://pkmncards.com/card/blastoise-celebrations-cel-2/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 63a67e90a2fbfad4.,yes
176,en-cel25cc-CC002,cel25cc-CC002,Charizard,Celebrations Classic Collection,CC002,25,Classic Collection,Charizard Celebrations Classic Collection CC002/25 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-Ann25thR-004-charizard.png,https://pkmncards.com/card/charizard-celebrations-cel-4/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 04d91a6572cff33e.,yes
177,en-cel25cc-CC003,cel25cc-CC003,Venusaur,Celebrations Classic Collection,CC003,25,Classic Collection,Venusaur Celebrations Classic Collection CC003/25 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-Ann25thR-015-venusaur.png,https://pkmncards.com/card/venusaur-celebrations-cel-15/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 db9ce935ef50e757.,yes
178,en-cel25cc-CC004,cel25cc-CC004,Imposter Professor Oak,Celebrations Classic Collection,CC004,25,Classic Collection,Imposter Professor Oak Celebrations Classic Collection CC004/25 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-Ann25thR-073-imposter_professor_oak.png,https://pkmncards.com/card/imposter-professor-oak-celebrations-cel-73/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 98d390414c80cf42.,yes
179,en-cel25cc-CC005,cel25cc-CC005,Dark Gyarados,Celebrations Classic Collection,CC005,25,Classic Collection,Dark Gyarados Celebrations Classic Collection CC005/25 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-Ann25thR-008-dark_gyarados.png,https://pkmncards.com/card/dark-gyarados-celebrations-cel-8/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 fa44cd7467c247e0.,yes
180,en-cel25cc-CC006,cel25cc-CC006,Here Comes Team Rocket!,Celebrations Classic Collection,CC006,25,Classic Collection,Here Comes Team Rocket! Celebrations Classic Collection CC006/25 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-Ann25thR-015-here_comes_team_rocket.png,https://pkmncards.com/card/here-comes-team-rocket-celebrations-cel-15/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 39f5eea24d4caa71.,yes
181,en-cel25cc-CC007,cel25cc-CC007,Rocket's Zapdos,Celebrations Classic Collection,CC007,25,Classic Collection,Rocket's Zapdos Celebrations Classic Collection CC007/25 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-Ann25thR-015-rockets_zapdos.png,https://pkmncards.com/card/rockets-zapdos-celebrations-cel-15/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 6d9b589d5d337f8e.,yes
182,en-cel25cc-CC008,cel25cc-CC008,_____'s Pikachu,Celebrations Classic Collection,CC008,25,Classic Collection,_____'s Pikachu Celebrations Classic Collection CC008/25 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-Ann25thR-024-_s_pikachu.png,https://pkmncards.com/card/_____s-pikachu-celebrations-cel-24/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 3ea796c1aff5d4c6.,yes
183,en-cel25cc-CC009,cel25cc-CC009,Cleffa,Celebrations Classic Collection,CC009,25,Classic Collection,Cleffa Celebrations Classic Collection CC009/25 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-Ann25thR-020-cleffa.png,https://pkmncards.com/card/cleffa-celebrations-cel-20/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 2528e249ace61f90.,yes
184,en-cel25cc-CC010,cel25cc-CC010,Shining Magikarp,Celebrations Classic Collection,CC010,25,Classic Collection,Shining Magikarp Celebrations Classic Collection CC010/25 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-Ann25thR-066-shining_magikarp.png,https://pkmncards.com/card/shining-magikarp-celebrations-cel-66/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 978be65eeeda27a1.,yes
185,en-cel25cc-CC011,cel25cc-CC011,Team Magma's Groudon,Celebrations Classic Collection,CC011,25,Classic Collection,Team Magma's Groudon Celebrations Classic Collection CC011/25 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-Ann25thR-009-team_magmas_groudon.png,https://pkmncards.com/card/team-magmas-groudon-celebrations-cel-9/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 3ab065887e44818d.,yes
186,en-cel25cc-CC012,cel25cc-CC012,Rocket's Admin.,Celebrations Classic Collection,CC012,25,Classic Collection,Rocket's Admin. Celebrations Classic Collection CC012/25 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-Ann25thR-086-rockets_admin.png,https://pkmncards.com/card/rockets-admin-celebrations-cel-86/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 2cb1478e0af9b189.,yes
187,en-cel25cc-CC013,cel25cc-CC013,Mew ex,Celebrations Classic Collection,CC013,25,Classic Collection,Mew ex Celebrations Classic Collection CC013/25 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-Ann25thR-088-mew_ex.png,https://pkmncards.com/card/mew-ex-celebrations-cel-88/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 1ebd507258f2c303.,yes
188,en-cel25cc-CC014,cel25cc-CC014,Gardevoir ex,Celebrations Classic Collection,CC014,25,Classic Collection,Gardevoir ex Celebrations Classic Collection CC014/25 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-Ann25thR-093-gardevoir_ex.png,https://pkmncards.com/card/gardevoir-ex-celebrations-cel-93/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 3d3da82e3f7148dd.,yes
189,en-cel25cc-CC015,cel25cc-CC015,Umbreon ☆,Celebrations Classic Collection,CC015,25,Classic Collection,Umbreon ☆ Celebrations Classic Collection CC015/25 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-Ann25thR-017-umbreon_star.png,https://pkmncards.com/card/umbreon-star-celebrations-cel-17/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 4aa9d94ac93eaab6.,yes
190,en-cel25cc-CC016,cel25cc-CC016,Claydol,Celebrations Classic Collection,CC016,25,Classic Collection,Claydol Celebrations Classic Collection CC016/25 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-Ann25thR-015-claydol.png,https://pkmncards.com/card/claydol-celebrations-cel-15/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 5fa04fce385cbdce.,yes
191,en-cel25cc-CC017,cel25cc-CC017,Luxray GL LV.X,Celebrations Classic Collection,CC017,25,Classic Collection,Luxray GL LV.X Celebrations Classic Collection CC017/25 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-Ann25thR-109-luxray_gl.png,https://pkmncards.com/card/luxray-gl-lv-x-celebrations-cel-109/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 8b62a66c212a9a3b.,yes
192,en-cel25cc-CC018,cel25cc-CC018,Garchomp C LV.X,Celebrations Classic Collection,CC018,25,Classic Collection,Garchomp C LV.X Celebrations Classic Collection CC018/25 pokemon card,https://pkmncards.com/wp-content/uploads/en_US-Ann25thR-145-garchomp_c.png,https://pkmncards.com/card/garchomp-c-lv-x-celebrations-cel-145/,Exact name/set/print matched on pkmncards.com; source page HTTP 200; direct PNG HTTP 200; SHA-256 5356035da54917c4.,yes
